Voltage (V),Current (A)
4.400000000000027,1.064117e-06
4.200000000000028,1.016987e-06
4.000000000000028,9.766142e-07
3.800000000000029,9.264149e-07
3.60000000000003,8.782214e-07
3.4000000000000306,8.291742e-07
3.2000000000000313,7.780998e-07
3.000000000000032,7.297035e-07
2.8000000000000327,6.796122e-07
2.6000000000000334,6.279237e-07
2.400000000000034,5.765467e-07
2.200000000000035,5.236006e-07
2.0000000000000355,4.701487e-07
1.8000000000000362,4.170662e-07
1.600000000000037,3.646834e-07
1.4000000000000377,3.123705e-07
1.2000000000000384,2.612375e-07
1.000000000000039,2.109595e-07
0.8000000000000398,1.625133e-07
0.6000000000000405,1.161554e-07
0.4000000000000412,7.360072e-08
0.20000000000004192,3.421338e-08
4.263256414560601e-14,1.897268e-12
-0.19999999999995666,-3.143898e-08
-0.39999999999995595,-5.87285e-08
-0.5999999999999552,-8.605841e-08
-0.7999999999999545,-1.219068e-07
-0.9999999999999538,-1.471856e-07
-1.199999999999953,-1.691533e-07
-1.3999999999999524,-1.90525e-07
-1.5999999999999517,-2.122526e-07
-1.799999999999951,-2.340772e-07
-1.9999999999999503,-2.566303e-07
-2.1999999999999496,-2.829659e-07
-2.399999999999949,-3.092396e-07
-2.599999999999948,-3.37349e-07
-2.7999999999999474,-3.621781e-07
-2.9999999999999467,-3.907886e-07
-3.199999999999946,-4.203629e-07
-3.3999999999999453,-4.495351e-07
-3.5999999999999446,-4.840455e-07
-3.799999999999944,-5.164532e-07
-3.999999999999943,-5.463733e-07
-4.1999999999999424,-5.765788e-07
-4.399999999999942,-6.046776e-07
-4.599999999999941,-6.358534e-07
-4.79999999999994,-6.640142e-07
-4.99999999999994,-6.916105e-07
-5.199999999999939,-7.177703e-07
-5.399999999999938,-7.433053e-07
-5.5999999999999375,-7.686024e-07
-5.799999999999937,-7.953843e-07
-5.999999999999936,-8.177174e-07
-6.199999999999935,-8.361112e-07
-6.399999999999935,-8.579369e-07
-6.599999999999934,-9.096973e-07
-6.799999999999933,-9.016017e-07
-6.9999999999999325,-9.764451e-07
-7.199999999999932,-1.004837e-06
-7.399999999999931,-1.024268e-06
-7.59999999999993,-1.048744e-06
-7.79999999999993,-1.076621e-06
-7.999999999999929,-1.104141e-06
-8.199999999999928,-1.13597e-06
-8.399999999999928,-1.158884e-06
-8.599999999999927,-1.189974e-06
-8.799999999999926,-1.219824e-06
-8.999999999999925,-1.250635e-06
-9.199999999999925,-1.2807e-06
-9.399999999999924,-1.312228e-06
-9.599999999999923,-1.344129e-06
-9.799999999999923,-1.378932e-06
-9.999999999999922,-1.413485e-06
-10.199999999999921,-1.442694e-06
-10.39999999999992,-1.472254e-06
-10.59999999999992,-1.502976e-06
-10.799999999999919,-1.531186e-06
-10.999999999999918,-1.558765e-06
-11.199999999999918,-1.586354e-06
-11.399999999999917,-1.615165e-06
-11.599999999999916,-1.639783e-06
-11.799999999999915,-1.66037e-06
-11.999999999999915,-1.682969e-06
-12.0,-1.68105e-06
-11.8,-1.661994e-06
-11.600000000000001,-1.643173e-06
-11.400000000000002,-1.6278e-06
-11.200000000000003,-1.616644e-06
-11.000000000000004,-1.607498e-06
-10.800000000000004,-1.593606e-06
-10.600000000000005,-1.582923e-06
-10.400000000000006,-1.566959e-06
-10.200000000000006,-1.555059e-06
-10.000000000000007,-1.538558e-06
-9.800000000000008,-1.523731e-06
-9.600000000000009,-1.50463e-06
-9.40000000000001,-1.488376e-06
-9.20000000000001,-1.467985e-06
-9.00000000000001,-1.452251e-06
-8.800000000000011,-1.435553e-06
-8.600000000000012,-1.417791e-06
-8.400000000000013,-1.401217e-06
-8.200000000000014,-1.380216e-06
-8.000000000000014,-1.360727e-06
-7.800000000000015,-1.34258e-06
-7.600000000000016,-1.321619e-06
-7.400000000000016,-1.300793e-06
-7.200000000000017,-1.281188e-06
-7.000000000000018,-1.258531e-06
-6.8000000000000185,-1.236359e-06
-6.600000000000019,-1.215097e-06
-6.40000000000002,-1.190391e-06
-6.200000000000021,-1.164696e-06
-6.000000000000021,-1.139963e-06
-5.800000000000022,-1.113919e-06
-5.600000000000023,-1.084269e-06
-5.4000000000000234,-1.055539e-06
-5.200000000000024,-1.025987e-06
-5.000000000000025,-1.005997e-06
-4.800000000000026,-9.681468e-07
-4.600000000000026,-9.424445e-07
-4.400000000000027,-9.094779e-07
-4.200000000000028,-8.756805e-07
-4.000000000000028,-8.410575e-07
-3.800000000000029,-8.049167e-07
-3.60000000000003,-7.689634e-07
-3.4000000000000306,-7.306195e-07
-3.2000000000000313,-6.913994e-07
-3.000000000000032,-6.515472e-07
-2.8000000000000327,-6.104984e-07
-2.6000000000000334,-5.679238e-07
-2.400000000000034,-5.254919e-07
-2.200000000000035,-4.816231e-07
-2.0000000000000355,-4.377032e-07
-1.8000000000000362,-3.933233e-07
-1.600000000000037,-3.483265e-07
-1.4000000000000377,-3.036784e-07
-1.2000000000000384,-2.573195e-07
-1.000000000000039,-2.129076e-07
-0.8000000000000398,-1.690574e-07
-0.6000000000000405,-1.252485e-07
-0.4000000000000412,-8.232468e-08
-0.20000000000004192,-4.068496e-08
-4.263256414560601e-14,-4.456182e-12
0.0,-4.369385e-12
0.2,4.126588e-08
0.4,8.195002e-08
0.6000000000000001,1.251465e-07
0.8,1.66729e-07
1.0,2.075252e-07
1.2000000000000002,2.478152e-07
1.4000000000000001,2.869139e-07
1.6,3.240741e-07
1.8,3.602038e-07
2.0,3.952306e-07
2.2,4.286573e-07
2.4000000000000004,4.6111e-07
2.6,4.930986e-07
2.8000000000000003,5.265292e-07
3.0,5.606385e-07
3.2,5.94719e-07
3.4000000000000004,6.277236e-07
3.6,6.629023e-07
3.8000000000000003,7.00718e-07
4.0,7.402004e-07
4.2,7.799737e-07
4.4,8.214051e-07
4.6000000000000005,8.640783e-07
4.800000000000001,9.074463e-07
5.0,9.462395e-07
5.2,9.783257e-07
5.4,1.078656e-06
5.6000000000000005,1.132075e-06
5.800000000000001,1.188038e-06
6.0,1.243801e-06
6.2,1.299419e-06
6.4,1.358769e-06
6.6000000000000005,1.423648e-06
6.800000000000001,1.487867e-06
7.0,1.553723e-06
7.2,1.617457e-06
7.4,1.683312e-06
7.6000000000000005,1.749187e-06
7.800000000000001,1.818038e-06
8.0,1.885335e-06
8.200000000000001,1.943248e-06
8.4,2.002515e-06
8.6,2.067133e-06
8.8,2.135035e-06
9.0,2.20277e-06
9.200000000000001,2.270255e-06
9.4,2.339891e-06
9.600000000000001,2.412455e-06
9.8,2.482833e-06
10.0,2.561447e-06
10.200000000000001,2.63784e-06
10.4,2.698146e-06
10.600000000000001,2.764674e-06
10.8,2.831533e-06
11.0,2.904989e-06
11.200000000000001,2.968022e-06
11.4,3.039881e-06
11.600000000000001,3.104416e-06
11.8,3.184919e-06
12.0,3.260561e-06
12.0,3.26466e-06
11.8,3.23643e-06
11.600000000000001,3.218745e-06
11.400000000000002,3.178e-06
11.200000000000003,3.137068e-06
11.000000000000004,3.095707e-06
10.800000000000004,3.063164e-06
10.600000000000005,3.038514e-06
10.400000000000006,3.014346e-06
10.200000000000006,2.96618e-06
10.000000000000007,2.921891e-06
9.800000000000008,2.873141e-06
9.600000000000009,2.8468e-06
9.40000000000001,2.80241e-06
9.20000000000001,2.751495e-06
9.00000000000001,2.726288e-06
8.800000000000011,2.672578e-06
8.600000000000012,2.619909e-06
8.400000000000013,2.582983e-06
8.200000000000014,2.527942e-06
8.000000000000014,2.460882e-06
7.800000000000015,2.417606e-06
7.600000000000016,2.358368e-06
7.400000000000016,2.296746e-06
7.200000000000017,2.231464e-06
7.000000000000018,2.186204e-06
6.8000000000000185,2.132245e-06
6.600000000000019,2.06367e-06
6.40000000000002,2.002806e-06
6.200000000000021,1.942058e-06
6.000000000000021,1.877795e-06
5.800000000000022,1.812682e-06
5.600000000000023,1.749068e-06
5.4000000000000234,1.684769e-06
5.200000000000024,1.62296e-06
5.000000000000025,1.556938e-06
4.800000000000026,1.496846e-06
4.600000000000026,1.433025e-06
4.400000000000027,1.365221e-06
4.200000000000028,1.298092e-06
4.000000000000028,1.230256e-06
3.800000000000029,1.163206e-06
3.60000000000003,1.096932e-06
3.4000000000000306,1.029046e-06
3.2000000000000313,9.649169e-07
3.000000000000032,8.966925e-07
2.8000000000000327,8.288972e-07
2.6000000000000334,7.604655e-07
2.400000000000034,6.918978e-07
2.200000000000035,6.244112e-07
2.0000000000000355,5.571255e-07
1.8000000000000362,4.909912e-07
1.600000000000037,4.257127e-07
1.4000000000000377,3.620721e-07
1.2000000000000384,2.999791e-07
1.000000000000039,2.399627e-07
0.8000000000000398,1.823289e-07
0.6000000000000405,1.280865e-07
0.4000000000000412,7.792263e-08
0.20000000000004192,3.512575e-08
4.263256414560601e-14,1.82783e-12
-0.19999999999995666,-2.788841e-08
-0.39999999999995595,-5.088454e-08
-0.5999999999999552,-7.304551e-08
-0.7999999999999545,-9.208846e-08
-0.9999999999999538,-1.202453e-07
-1.199999999999953,-1.387509e-07
-1.3999999999999524,-1.544852e-07
-1.5999999999999517,-1.703997e-07
-1.799999999999951,-1.85753e-07
-1.9999999999999503,-1.980924e-07
-2.1999999999999496,-2.113882e-07
-2.399999999999949,-2.265052e-07
-2.599999999999948,-2.411461e-07
-2.7999999999999474,-2.582052e-07
